-0.811733 0.000000 1.384664 0.000000 1.969626 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.811733 0.000000 1.384664 1.969626 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.811733 0.000000 1.384664 0.000000 1.969626 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-1.226771 0.000000 0.969626 1.554589 1.554589 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.226771 0.000000 0.000000 2.554589 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-1.226771 0.000000 0.969626 1.554589 1.554589 0.000000 0.000000 0.000000 0.000000 -0.226771 1.854149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.396696 -0.315776 1.799701 0.000000 0.000000 2.384664 0.000000 1.799701 2.384664 0.000000 0.000000 2.384664
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.226771 1.854149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.226771 1.854149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.811733 0.000000 1.384664 0.000000 1.969626 0.000000 0.000000 0.000000 0.000000 -0.226771 1.854149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.927211 0.000000 1.269187 0.000000 2.854149 1.854149 1.854149 1.269187 1.854149 2.269187 1.854149 1.854149
-3.034126 2.747234 0.000000 -0.252766 -0.252766 2.747234 2.747234 2.747234 2.747234 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.226771 0.000000 1.969626 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.548699 0.000000 1.647698 1.232661 0.000000 0.000000 0.000000 0.000000 0.000000 0.036264 1.532221 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.811733 0.000000 1.384664 1.969626 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -2.396696 -0.315776 1.799701 3.384664 0.000000 0.000000 2.384664 1.799701 0.000000 1.799701 2.384664 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773229 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
